lecture_number,lecture_title,original_pptx,slide_number,possible_slide_title,visible_text
10,VIT,10 - VIT.pptx,1,"Transformers for Vision
From ViT to Multimodal Vision Models","Transformers for Vision
From
ViT
to Multimodal Vision Models
Yifeng Zhu
Electrical and Computer Engineering
University of Maine"
10,VIT,10 - VIT.pptx,2,Transformers for Vision,"Transformers for Vision
2
How can we reduce the number of visual tokens while keeping useful information?"
10,VIT,10 - VIT.pptx,3,First Vision Transformer Paper,"First Vision Transformer Paper
3
Demonstrated for the first time that transformers alone (without CNNs) can achieve top-tier performance on image classification tasks.
https://arxiv.org/abs/2010.11929"
10,VIT,10 - VIT.pptx,4,Core Idea of ViT: Turn an Image into a Sequence of Tokens,"4
Core Idea of
ViT
: Turn an Image into a Sequence of Tokens
An Image is Worth 16x16 Words: Transformers for Image Recognition at Scale,
Dosovitskiy
et al., ICLR 2021
https://arxiv.org/abs/2010.11929
ViT
treats image patches as tokens, similar to words in NLP."
10,VIT,10 - VIT.pptx,5,"VIT Architecture
Overview","VIT Architecture
Overview
5
Split an image into fixed-size patches
Treat patches as tokens and feed them to a Transformer encoder
Global self-attention captures long-range relationships across the image
ViT
shows that pure Transformers can work for vision."
10,VIT,10 - VIT.pptx,6,Inductive Bias,"Inductive Bias
Inductive bias
is the built-in assumption a model uses to generalize beyond the training data
It helps the model decide
what patterns are likely to matter
before seeing enough data
Without inductive bias, learning would require much more data and computation
6
Stronger inductive bias can make learning easier; weaker inductive bias can make the model more general but more data-hungry.
CNN:
strong inductive bias
locality
translation equivariance
hierarchical feature extraction
ViT
: weaker inductive bias
fewer built-in assumptions about images
more flexible, but often needs more data or stronger pretraining"
10,VIT,10 - VIT.pptx,7,Vision Transformer Architecture Overview,"Vision Transformer Architecture Overview
Cat
image
is
free
for
commercial
use
under
a
Pixabay
license
Dosovitskiy
et
al,
“An
Image
is
Worth
16x16
Words:
Transformers
for
Image
Recognition
at
Scale”,
ICLR
2021"
10,VIT,10 - VIT.pptx,8,Standard Transformer on Patches,"Standard
Transformer
on
Patches
Cat
image
is
free
for
commercial
use
under
a
Pixabay
license
Dosovitskiy
et
al,
“An
Image
is
Worth
16x16
Words:
Transformers
for
Image
Recognition
at
Scale”,
ICLR
2021"
10,VIT,10 - VIT.pptx,9,Patch Tokens as the Input Sequence,"Patch Tokens as the Input Sequence
N
input
patches,
each
of
shape
3x16x16
Cat
image
is
free
for
commercial
use
under
a
Pixabay
license
Dosovitskiy
et
al,
“An
Image
is
Worth
16x16
Words:
Transformers
for
Image
Recognition
at
Scale”,
ICLR
2021"
10,VIT,10 - VIT.pptx,10,Patch Embedding via Linear Projection,"Patch Embedding via Linear Projection
Linear
projection
to
D-
dimensional
vector
N
input
patches,
each
of
shape
3x16x16
Cat
image
is
free
for
commercial
use
under
a
Pixabay
license
Dosovitskiy
et
al,
“An
Image
is
Worth
16x16
Words:
Transformers
for
Image
Recognition
at
Scale”,
ICLR
2021"
10,VIT,10 - VIT.pptx,11,Adding Positional Embeddings to Patch Tokens,"Adding Positional Embeddings to Patch Tokens
+
+
+
+
+
+
+
+
+
Linear
projection
to
D-
dimensional
vector
N
input
patches,
each
of
shape
3x16x16
Cat
image
is
free
for
commercial
use
under
a
Pixabay
license
Dosovitskiy
et
al,
“An
Image
is
Worth
16x16
Words:
Transformers
for
Image
Recognition
at
Scale”,
ICLR
2021
Add
positional
embedding:
learned
D-
dim
vector
per
position"
10,VIT,10 - VIT.pptx,12,Applying a Standard Transformer Encoder,"Applying a Standard Transformer Encoder
Add
positional
embedding:
learned
D-
dim
vector
per
position
Linear
projection
to
Transformer
Output
vectors
Exact
same
as
NLP
Transformer!
+
+
+
+
+
+
+
+
+
D-
dimensional
vector
N
input
patches,
each
of
shape
3x16x16
Cat
image
is
free
for
commercial
use
under
a
Pixabay
license
Dosovitskiy
et
al,
“An
Image
is
Worth
16x16
Words:
Transformers
for
Image
Recognition
at
Scale”,
ICLR
2021"
10,VIT,10 - VIT.pptx,13,Adding the Classification Token [CLS],"Adding the Classification Token [CLS]
Add
positional
embedding:
learned
D-
dim
vector
per
position
Linear
projection
to
Output
vectors
Exact
same
as
NLP
Transformer!
Special
extra
input:
classification
token
(D
dims,
learned)
+
+
+
+
+
+
+
+
+
Transformer
D-
dimensional
vector
N
input
patches,
each
of
shape
3x16x16
Cat
image
is
free
for
commercial
use
under
a
Pixabay
license
Dosovitskiy
et
al,
“An
Image
is
Worth
16x16
Words:
Transformers
for
Image
Recognition
at
Scale”,
ICLR
2021"
10,VIT,10 - VIT.pptx,14,From Transformer Outputs to Class Prediction,"From Transformer Outputs to Class Prediction
Dosovitskiy
et
al,
“An
Image
is
Worth
16x16
Words:
Transformers
for
Image
Recognition
at
Scale”,
ICLR
2021
Cat
image
is
free
for
commercial
use
under
a
Pixabay
license
Add
positional
embedding:
learned
D-
dim
vector
per
position
Linear
projection
to
D-
dimensional
vector
N
input
patches,
each
of
shape
3x16x16
Output
vectors
Exact
same
as
NLP
Transformer!
Special
extra
input:
classification
token
(D
dims,
learned)
+
+
+
+
+
+
+
+
+
Linear
projection
to
C-
dim
vector
of
predicted
class
scores
Transformer"
10,VIT,10 - VIT.pptx,15,ViT as a Pure Transformer for Vision,"ViT
as a Pure Transformer for Vision
Dosovitskiy
et
al,
“An
Image
is
Worth
16x16
Words:
Transformers
for
Image
Recognition
at
Scale”,
ICLR
2021
Cat
image
is
free
for
commercial
use
under
a
Pixabay
license
Add
positional
embedding:
learned
D-
dim
vector
per
position
Linear
projection
to
D-
dimensional
vector
N
input
patches,
each
of
shape
3x16x16
Output
vectors
Exact
same
as
NLP
Transformer!
Special
extra
input:
classification
token
(D
dims,
learned)
Linear
projection
to
C-
dim
vector
of
predicted
class
scores
+
+
+
+
+
+
+
+
+
Transformer
Computer
vision
model
with
no
convolutions!"
10,VIT,10 - VIT.pptx,16,ViT Is Not Completely Convolution-Free,"ViT
Is Not Completely Convolution-Free
Dosovitskiy
et
al,
“An
Image
is
Worth
16x16
Words:
Transformers
for
Image
Recognition
at
Scale”,
ICLR
2021
Cat
image
is
free
for
commercial
use
under
a
Pixabay
license
Add
positional
embedding:
learned
D-
dim
vector
per
position
Linear
projection
to
D-
dimensional
vector
N
input
patches,
each
of
shape
3x16x16
Output
vectors
Exact
same
as
NLP
Transformer!
Special
extra
input:
classification
token
(D
dims,
learned)
Linear
projection
to
C-
dim
vector
of
predicted
class
scores
Computer
vision
model
with
no
convolutions!
Not
quite:
With
patch
size
p,
first
layer
is
Conv2D(pxp
x
3-
>
1
D,
stride=p)
+
+
+
+
+
+
+
+
+
Transformer"
10,VIT,10 - VIT.pptx,17,ViT Is Not Completely Convolution-Free,"ViT
Is Not Completely Convolution-Free
Dosovitskiy
et
al,
“An
Image
is
Worth
16x16
Words:
Transformers
for
Image
Recognition
at
Scale”,
ICLR
2021
Cat
image
is
free
for
commercial
use
under
a
Pixabay
license
Add
positional
embedding:
learned
D-
dim
vector
per
position
Linear
projection
to
D-
dimensional
vector
N
input
patches,
each
of
shape
3x16x16
Output
vectors
Exact
same
as
NLP
Transformer!
Special
extra
input:
classification
token
(D
dims,
learned)
Linear
projection
to
C-
dim
vector
of
predicted
class
scores
Computer
vision
model
with
no
convolutions!
+
+
+
+
+
+
+
+
+
Transformer
Not
quite:
MLPs
in
Transformer
are
stacks
of
1x1
convolution"
10,VIT,10 - VIT.pptx,18,Token Count and Attention Cost in ViT,"Dosovitskiy
et
al,
“An
Image
is
Worth
16x16
Words:
Transformers
for
Image
Recognition
at
Scale”,
ICLR
2021
Cat
image
is
free
for
commercial
use
under
a
Pixabay
license
Add
positional
embedding:
learned
D-
dim
vector
per
position
Linear
projection
to
D-
dimensional
vector
N
input
patches,
each
of
shape
3x16x16
Output
vectors
Exact
same
as
NLP
Transformer!
Special
extra
input:
classification
token
(D
dims,
learned)
Linear
projection
to
C-
dim
vector
of
predicted
class
scores
In
practice:
take
224x224
input
image,
divide
into
14x14
grid
of
16x16
pixel
patches
(or
16x16
grid
of
14x14
patches)
+
+
+
+
+
+
+
+
+
Transformer
Each
attention
matrix
has
14
4
=
38,416
entries,
takes
150
KB
(or
65,536
entries,
takes
256
KB)
Token Count and Attention Cost in
ViT"
10,VIT,10 - VIT.pptx,19,Memory Cost of Full Attention in ViT,"Dosovitskiy
et
al,
“An
Image
is
Worth
16x16
Words:
Transformers
for
Image
Recognition
at
Scale”,
ICLR
2021
Cat
image
is
free
for
commercial
use
under
a
Pixabay
license
Add
positional
embedding:
learned
D-
dim
vector
per
position
Linear
projection
to
D-
dimensional
vector
N
input
patches,
each
of
shape
3x16x16
Output
vectors
Exact
same
as
NLP
Transformer!
Special
extra
input:
classification
token
(D
dims,
learned)
Linear
projection
to
C-
dim
vector
of
predicted
class
scores
In
practice:
take
224x224
input
image,
divide
into
14x14
grid
of
16x16
pixel
patches
(or
16x16
grid
of
14x14
patches)
+
+
+
+
+
+
+
+
+
Transformer
With
48
layers,
16
heads
per
layer,
all
attention
matrices take
112
MB
(or
192MB)
Memory Cost of Full Attention in
ViT"
10,VIT,10 - VIT.pptx,20,Pre-train ViT on large datasets and Fine-tuning on downstream tasks,"Pre-train
ViT
on large datasets and
Fine-tuning on downstream tasks
Pretrained
Fine-
tuned
Test
Accuracy
Training
Set
of
Dataset
B
Test
Set
of
Dataset
B
Large Labeled
Dataset
A
Un
trained
20"
10,VIT,10 - VIT.pptx,21,ViT: Fine-tuning and Higher Resolution,"ViT
: Fine-tuning and Higher Resolution
21"
10,VIT,10 - VIT.pptx,22,Labeled Classification Datasets,"Labeled Classification
Datasets
#
of
Images
#
of
Classes
ImageNet (
Small
)
1.3
Million
1
,000
ImageNet-
21K
(
Medium
)
14
Million
21
,000
JFT
(
Big
)
300
Million
1
8,000
22"
10,VIT,10 - VIT.pptx,23,Image Classification Accuracies,"Experimental Setup
Pre-train the model on Dataset A
Fine-tune it on Dataset B
Evaluate performance on Dataset B
Results
When pre-trained on ImageNet (small),
ViT
performs slightly worse than
ResNet
When pre-trained on ImageNet-21K (medium),
ViT
performs comparably to
ResNet
When pre-trained on JFT (large),
ViT
performs slightly better than
ResNet
Image
Classification
Accuracies
23
ViT
benefits much more from large-scale pretraining than
ResNet
."
10,VIT,10 - VIT.pptx,24,Data-efficient Image Transformer (DeiT),"Data-efficient Image Transformer (
DeiT
)
ViT
works well, but usually needs large-scale pretraining
DeiT
shows that
ViTs
can be trained on ImageNet-1K only
A distillation token lets the model learn from a CNN teacher
24
Touvron
et al., Training Data-efficient Image Transformers & Distillation through Attention, ICML 2021
https://arxiv.org/abs/2012.12877
DeiT
made Vision Transformers practical without huge private datasets."
10,VIT,10 - VIT.pptx,25,Improving ViT: Distillation,"Improving
ViT:
Distillation
Step
1:
Train
a
t
eacher
model
on
images
and
ground-
truth
labels
Hinton
et
al,
“Distilling
the
knowledge
in
a
neural
network”,
NeurIPS
Deep
Learning
and
Representation
Learning
Workshop,
2015
P(cat)
=
0.9
P(dog)
=
0.1
GT
label:
Cat
Cross
Entropy
Loss"
10,VIT,10 - VIT.pptx,26,Knowledge Distillation: Teacher–Student Training,"Step
1:
Train
a
t
eacher
model
on
images
and
ground-
truth
labels
Step
2:
Train
a
student
model
to
match
predictions
from
the
teacher
P(cat)
=
0.9
P(dog)
=
0.1
GT
label:
Cat
Cross
Entropy
Loss
P(cat)
=
0.1
P(dog)
=
0.9
P(cat)
=
0.2
P(dog)
=
0.8
KL
Divergence
Loss
Hinton
et
al,
“Distilling
the
knowledge
in
a
neural
network”,
NeurIPS
Deep
Learning
and
Representation
Learning
Workshop,
2015
Knowledge Distillation: Teacher–Student Training"
