lecture_number,lecture_title,original_pptx,slide_number,possible_slide_title,visible_text
9,LLM,9 - LLM.pptx,1,"Large Language Models (LLM)
From Pre-Training to Alignment in Large-Scale Language Models","Large Language Models (LLM)
From Pre-Training to Alignment in Large-Scale Language Models
Yifeng Zhu
Electrical and Computer Engineering
University of Maine"
9,LLM,9 - LLM.pptx,2,How Large Language Models Work (Big Picture),"How Large Language Models Work (Big Picture)
LLMs predict the next token, append it, and repeat to generate text
2"
9,LLM,9 - LLM.pptx,3,From Text to Tokens: What the Model Actually Sees,"From Text to Tokens: What the Model Actually Sees
Example 1:
The weather is nice today.
→ Six tokens:
Token IDs: [791, 9282, 374, 6555, 3432, 627]
Example 2:
unbelievable
→ Three tokens
Token IDs: [359, 32898, 24694]
Example 3:
.
DefaultCellStyle
→ One token
Token ID: [98518]
3
https://huggingface.co/spaces/Xenova/the-tokenizer-playground
Tokens are compression artifacts, not words.
Text is converted into
tokens
Tokens are
learned chunks
, not necessarily words
Exact characters matter (including spaces)
Each token is mapped to a unique ID
https://platform.openai.com/tokenizer"
9,LLM,9 - LLM.pptx,4,From Token to Vector: Embeddings,"From Token to Vector: Embeddings
Example:
“The weather is”
Three Token:
Token IDs: [
791
,
9282
,
374
]
Embedding:
791
→
[ 0.2, -1.1, 0.7, ... ]
9282
→
[ -0.3, 0.8, 1.2, ... ]
374
→
[ 0.5, -0.6, 0.1, ... ]
4
Embedding space encodes semantics through distances and directions."
9,LLM,9 - LLM.pptx,5,Challenge: Long-Distance Dependency,"Challenge: Long-Distance Dependency
The
dog
that the cat chased
ran
away.
Stephen King
, a famous author of horror and fantasy novels,
lives
in Bangor, Maine.
5
LSTMs struggle to preserve information across long sequences."
9,LLM,9 - LLM.pptx,6,LSTM,"LSTM
Sequential processing (no parallelism)
Hard to capture long dependencies
Gradient issues
6
Sepp
Hochreiter
; Jürgen
Schmidhuber
(1997). ""
Long short-term memory
"".
Neural Computation
. 9 (8): 1735–1780.
𝒇
𝒕
∘
𝑪
𝒕
−
𝟏
Forget Gate
cell
state
C
t-1
cell
state
C
t
hidden
state
H
t-1
hidden
state
H
t
Output Gate
Input Gate"
9,LLM,9 - LLM.pptx,7,Transformer vs LSTM,"Transformer vs LSTM
7
LSTM
𝑥
1
𝑦
4
𝑦
3
𝑦
2
𝑦
1
Self-Attention Layer
LSTM
𝑥
2
LSTM
𝑥
3
LSTM
𝑥
4
𝑐
𝑥
1
𝑥
2
𝑥
3
𝑥
4
Transformers replace recurrence with self-attention and enable parallel computation
Feature
LSTM
Transformer
Processing
Sequential
Parallel
Memory
Hidden state
Attention
Long-range
Weak
Strong"
9,LLM,9 - LLM.pptx,8,Attention Visualization,"Attention Visualization
https://jalammar.github.io/illustrated-transformer/
8
“The animal didn't cross the street because
it
was too tired”
What does “it” refer to?
Attention identifies which words matter most for interpretation."
9,LLM,9 - LLM.pptx,9,Modern LLM Training: From Knowledge to Behavior,"Modern LLM Training: From Knowledge to Behavior
Pre-Training
(Self-Supervised Learning)
Trained on large-scale datasets
Objective: predict tokens
Learns general knowledge
Requires massive compute and data
Fine-Tuning
(Alignment & Adaptation)
Smaller, curated datasets
Supervised + human feedback
Shapes behavior and style
Task-specific performance
9
Scaling
unsupervised
learning
on
the
internet scale
From general language knowledge to task-specific behavior
Pre-training learns knowledge; fine-tuning shapes behavior."
9,LLM,9 - LLM.pptx,10,Bidirectional Encoder Representation from Transformer (BERT),"B
idirectional
E
ncoder
R
epresentation from
T
ransformer (BERT)
Two models were released:
BERT-Base
:
12-layer, 768-dim hidden states, 12-head,
Total Parameters = 110M
BERT-Large
:
24-layer, 1024-dim hidden states, 16-head
Total Parameters = 340M
Pretrained
on
64
TPU
chips
for
four
days.
Fine-tuning
is
practical
and
commonly done
on
a
single
GPU
https://
jalammar.github.io
/illustrated-transformer/
10
[
Devlin
et
al.,
2018
]
BERT is an encoder-only transformer designed for language understanding."
9,LLM,9 - LLM.pptx,11,BERT Input Representation,"BERT Input Representation
BERT takes two text segments as input and was originally trained to predict whether the second segment follows the first.
Later work suggested that next sentence prediction is not essential.
[
Devlin
et
al., 2018
,
Liu et
al.,
2019
]
11"
